DSType;dataType;numPoints;numColors;gamma;alpha;s;k;rangeSpace;rangeBuildTime;rangeQueryTime;modeSpace;modeBuildTime;modeQueryTime;modeQueryTimeExcludingFirst
AAS2DModePerColorDS;synthetic;26748;11;0;0;29;10;14786224;35536300;35708;11397072;27506200;5578;5383
AAS2DModePerColorDS;synthetic;26748;11;0;0;29;100;14786224;35536300;38106;11397072;27506200;6970;6768
AAS2DModePerColorDS;synthetic;26748;11;0;0;29;1000;14786224;35536300;41280;11397072;27506200;8372;8187
AAS2DModePerColorDS;synthetic;26748;11;0;0;29;5000;14786224;35536300;42023;11397072;27506200;8201;8026
AAS2DModePerColorDS;synthetic;26748;11;0;0;29;10000;14786224;35536300;45420;11397072;27506200;8278;8133
AAS2DModePerColorDS;synthetic;26748;11;0;0;29;25000;14786224;35536300;45461;11397072;27506200;3154;3126
AAS2DModeGridDS;synthetic;26748;11;0;0;29;10;14786224;35106900;35675;13426636;673762200;15011;14846
AAS2DModeGridDS;synthetic;26748;11;0;0;29;100;14786224;35106900;41778;13426636;673762200;23520;23385
AAS2DModeGridDS;synthetic;26748;11;0;0;29;1000;14786224;35106900;41665;13426636;673762200;24856;24630
AAS2DModeGridDS;synthetic;26748;11;0;0;29;5000;14786224;35106900;42427;13426636;673762200;27543;27393
AAS2DModeGridDS;synthetic;26748;11;0;0;29;10000;14786224;35106900;41733;13426636;673762200;26211;26019
AAS2DModeGridDS;synthetic;26748;11;0;0;29;25000;14786224;35106900;38132;13426636;673762200;17426;17314
AAS2DModeReportDS;synthetic;33435;11;0;0;32;10;18766272;44676600;38415;18231312;44047600;2497;2398
AAS2DModeReportDS;synthetic;33435;11;0;0;32;100;18766272;44676600;41104;18231312;44047600;6084;5956
AAS2DModeReportDS;synthetic;33435;11;0;0;32;1000;18766272;44676600;43892;18231312;44047600;23606;23465
AAS2DModeReportDS;synthetic;33435;11;0;0;32;5000;18766272;44676600;45911;18231312;44047600;90700;90693
AAS2DModeReportDS;synthetic;33435;11;0;0;32;10000;18766272;44676600;45264;18231312;44047600;170302;170375
AAS2DModeReportDS;synthetic;33435;11;0;0;32;25000;18766272;44676600;42954;18231312;44047600;406877;407641
AAS2DModePerColorDS;synthetic;33435;11;0;0;32;10;18766272;45929300;38280;14606832;34934500;6014;5722
AAS2DModePerColorDS;synthetic;33435;11;0;0;32;100;18766272;45929300;40509;14606832;34934500;7529;7146
AAS2DModePerColorDS;synthetic;33435;11;0;0;32;1000;18766272;45929300;45058;14606832;34934500;8925;8637
AAS2DModePerColorDS;synthetic;33435;11;0;0;32;5000;18766272;45929300;45232;14606832;34934500;8869;8632
AAS2DModePerColorDS;synthetic;33435;11;0;0;32;10000;18766272;45929300;45444;14606832;34934500;8358;8114
AAS2DModePerColorDS;synthetic;33435;11;0;0;32;25000;18766272;45929300;43063;14606832;34934500;5229;5085
AAS2DModeGridDS;synthetic;33435;11;0;0;32;10;18766272;44092100;38719;17240020;980212400;17093;16835
AAS2DModeGridDS;synthetic;33435;11;0;0;32;100;18766272;44092100;44300;17240020;980212400;23223;22888
AAS2DModeGridDS;synthetic;33435;11;0;0;32;1000;18766272;44092100;45158;17240020;980212400;27645;27250
AAS2DModeGridDS;synthetic;33435;11;0;0;32;5000;18766272;44092100;46145;17240020;980212400;30871;30495
AAS2DModeGridDS;synthetic;33435;11;0;0;32;10000;18766272;44092100;47190;17240020;980212400;30558;30228
AAS2DModeGridDS;synthetic;33435;11;0;0;32;25000;18766272;44092100;43646;17240020;980212400;24153;23913
AAS2DModeReportDS;synthetic;40122;11;0;0;34;10;22938960;55759900;40642;22297008;54237100;2778;2687
AAS2DModeReportDS;synthetic;40122;11;0;0;34;100;22938960;55759900;43128;22297008;54237100;6241;6099
AAS2DModeReportDS;synthetic;40122;11;0;0;34;1000;22938960;55759900;46425;22297008;54237100;24354;24169
AAS2DModeReportDS;synthetic;40122;11;0;0;34;5000;22938960;55759900;48668;22297008;54237100;94736;94615
AAS2DModeReportDS;synthetic;40122;11;0;0;34;10000;22938960;55759900;48491;22297008;54237100;177690;177290
AAS2DModeReportDS;synthetic;40122;11;0;0;34;25000;22938960;55759900;46235;22297008;54237100;415371;415142
AAS2DModePerColorDS;synthetic;40122;11;0;0;34;10;22938960;53767200;40474;17816592;43980800;6526;6154
AAS2DModePerColorDS;synthetic;40122;11;0;0;34;100;22938960;53767200;43317;17816592;43980800;9456;9221
AAS2DModePerColorDS;synthetic;40122;11;0;0;34;1000;22938960;53767200;48919;17816592;43980800;9535;9153
AAS2DModePerColorDS;synthetic;40122;11;0;0;34;5000;22938960;53767200;48198;17816592;43980800;9795;9468
AAS2DModePerColorDS;synthetic;40122;11;0;0;34;10000;22938960;53767200;48351;17816592;43980800;9291;8964
AAS2DModePerColorDS;synthetic;40122;11;0;0;34;25000;22938960;53767200;46292;17816592;43980800;7107;6887
AAS2DModeGridDS;synthetic;40122;11;0;0;34;10;22938960;54182700;40504;20994188;1342936100;18333;18088
AAS2DModeGridDS;synthetic;40122;11;0;0;34;100;22938960;54182700;43118;20994188;1342936100;24517;24242
AAS2DModeGridDS;synthetic;40122;11;0;0;34;1000;22938960;54182700;46594;20994188;1342936100;29110;28801
AAS2DModeGridDS;synthetic;40122;11;0;0;34;5000;22938960;54182700;48147;20994188;1342936100;32932;32670
AAS2DModeGridDS;synthetic;40122;11;0;0;34;10000;22938960;54182700;48112;20994188;1342936100;33574;33364
AAS2DModeGridDS;synthetic;40122;11;0;0;34;25000;22938960;54182700;45961;20994188;1342936100;28658;28460
AAS2DModeReportDS;synthetic;46809;11;0;0;36;10;27111648;65030600;44465;26362704;62461100;2743;2652
AAS2DModeReportDS;synthetic;46809;11;0;0;36;100;27111648;65030600;46938;26362704;62461100;6334;6206
AAS2DModeReportDS;synthetic;46809;11;0;0;36;1000;27111648;65030600;48739;26362704;62461100;23515;23351
AAS2DModeReportDS;synthetic;46809;11;0;0;36;5000;27111648;65030600;50197;26362704;62461100;88979;88975
AAS2DModeReportDS;synthetic;46809;11;0;0;36;10000;27111648;65030600;49843;26362704;62461100;168710;168779
AAS2DModeReportDS;synthetic;46809;11;0;0;36;25000;27111648;65030600;48414;26362704;62461100;398031;398248
AAS2DModePerColorDS;synthetic;46809;11;0;0;36;10;27111648;62405600;41490;21082448;50201200;6442;6132
AAS2DModePerColorDS;synthetic;46809;11;0;0;36;100;27111648;62405600;43899;21082448;50201200;8203;7853
AAS2DModePerColorDS;synthetic;46809;11;0;0;36;1000;27111648;62405600;47792;21082448;50201200;9625;9307
AAS2DModePerColorDS;synthetic;46809;11;0;0;36;5000;27111648;62405600;49878;21082448;50201200;10166;9892
AAS2DModePerColorDS;synthetic;46809;11;0;0;36;10000;27111648;62405600;49675;21082448;50201200;9556;9279
AAS2DModePerColorDS;synthetic;46809;11;0;0;36;25000;27111648;62405600;48120;21082448;50201200;7894;7658
AAS2DModeGridDS;synthetic;46809;11;0;0;36;10;27111648;64012900;42664;24834692;1779375600;20709;20447
AAS2DModeGridDS;synthetic;46809;11;0;0;36;100;27111648;64012900;98715;24834692;1779375600;26373;26110
AAS2DModeGridDS;synthetic;46809;11;0;0;36;1000;27111648;64012900;48534;24834692;1779375600;34039;33853
AAS2DModeGridDS;synthetic;46809;11;0;0;36;5000;27111648;64012900;54080;24834692;1779375600;38548;38459
AAS2DModeGridDS;synthetic;46809;11;0;0;36;10000;27111648;64012900;114939;24834692;1779375600;38159;37998
AAS2DModeGridDS;synthetic;46809;11;0;0;36;25000;27111648;64012900;104025;24834692;1779375600;33542;33313
AAS2DModeReportDS;synthetic;53496;11;0;0;37;10;31284336;73315800;45615;30428400;71313600;2755;2646
AAS2DModeReportDS;synthetic;53496;11;0;0;37;100;31284336;73315800;47631;30428400;71313600;6264;6122
AAS2DModeReportDS;synthetic;53496;11;0;0;37;1000;31284336;73315800;51342;30428400;71313600;24594;24446
AAS2DModeReportDS;synthetic;53496;11;0;0;37;5000;31284336;73315800;53114;30428400;71313600;95280;95221
AAS2DModeReportDS;synthetic;53496;11;0;0;37;10000;31284336;73315800;53084;30428400;71313600;176958;176919
AAS2DModeReportDS;synthetic;53496;11;0;0;37;25000;31284336;73315800;54935;30428400;71313600;423514;423774
AAS2DModeReportDS;synthetic;53496;11;0;0;37;50000;31284336;73315800;50262;30428400;71313600;1089696;1095980
AAS2DModePerColorDS;synthetic;53496;11;0;0;37;10;31284336;74145400;45122;24506192;61413600;7415;7062
AAS2DModePerColorDS;synthetic;53496;11;0;0;37;100;31284336;74145400;49143;24506192;61413600;8557;8228
AAS2DModePerColorDS;synthetic;53496;11;0;0;37;1000;31284336;74145400;52429;24506192;61413600;10376;10014
AAS2DModePerColorDS;synthetic;53496;11;0;0;37;5000;31284336;74145400;53430;24506192;61413600;10882;10607
AAS2DModePerColorDS;synthetic;53496;11;0;0;37;10000;31284336;74145400;57317;24506192;61413600;10344;10006
AAS2DModePerColorDS;synthetic;53496;11;0;0;37;25000;31284336;74145400;55930;24506192;61413600;8884;8601
AAS2DModePerColorDS;synthetic;53496;11;0;0;37;50000;31284336;74145400;48994;24506192;61413600;3215;3158
AAS2DModeGridDS;synthetic;53496;11;0;0;37;10;31284336;73519600;45741;28718188;2241801100;22244;21984
AAS2DModeGridDS;synthetic;53496;11;0;0;37;100;31284336;73519600;51539;28718188;2241801100;29651;28779
AAS2DModeGridDS;synthetic;53496;11;0;0;37;1000;31284336;73519600;52772;28718188;2241801100;34838;34549
AAS2DModeGridDS;synthetic;53496;11;0;0;37;5000;31284336;73519600;54785;28718188;2241801100;40012;39617
